station,year,month,precip,t_med,t_min,t_max,spei_1,spei_3,spei_6,spei_12,spei_24,month_sin,month_cos,t_med_anom,t_min_anom,t_max_anom,precip_anom,precip_lag1,precip_lag3,t_med_lag1,t_med_lag3,precip_roll3,drought_class
Baltata,1971,2,34.3,-1.2,-5.1,2.8,0.909757,0.975762,1.162286,0.219715,-1.06727,0.866025403784439,0.5,-0.19,-0.0067,-0.1533,1.2167,16.3,82.8,-4.4,6.4,26.866666666666664,Normal
Baltata,1971,3,62.2,4.3,-1.1,9.7,1.053891,1.081009,1.5312,0.379153,-0.838515,1.0,0.0,0.52,0.22,0.84,31.9,34.3,30.0,-1.2,-0.5,37.6,Wet
Baltata,1971,4,56.2,13.1,6.5,19.0,-0.072151,0.829202,1.383773,0.507345,-0.66451,0.866025403784439,-0.5,2.16,1.5033,2.1,17.7667,62.2,16.3,4.3,-4.4,50.9,Normal
Baltata,1971,5,67.1,18.0,11.4,24.0,-0.378435,0.26657,0.87366,0.307847,-0.783766,0.5,-0.866025403784439,2.0433,1.4633,2.0133,20.2833,56.2,34.3,13.1,-1.2,61.833333333333336,Normal
Baltata,1971,6,85.5,21.2,14.9,27.3,-0.324385,-0.335407,0.524126,0.413605,-0.482373,0.0,-1.0,1.51,1.0733,1.47,22.7567,67.1,62.2,18.0,4.3,69.60000000000001,Normal
Baltata,1971,7,59.7,24.6,17.9,30.6,-1.288276,-0.866563,-0.026823,0.371142,-0.40323,-0.5,-0.866025403784439,2.2433,1.7933,2.26,-4.5267,85.5,56.2,21.2,13.1,70.76666666666667,Normal
Baltata,1971,8,43.6,20.1,14.3,27.1,-1.144143,-1.200995,-0.658062,0.561025,-0.308367,-0.866025403784438,-0.5,-0.8567,-0.6667,0.21,-5.5633,59.7,67.1,24.6,18.0,62.93333333333333,Dry
Baltata,1971,9,16.1,14.7,9.2,21.3,-1.155403,-1.563952,-1.337058,0.202089,-0.256328,-1.0,-0.0,-1.3367,-0.9167,-0.89,-29.0333,43.6,85.5,20.1,21.2,39.800000000000004,Dry
Baltata,1971,10,70.4,8.2,2.7,12.7,0.799405,-0.652134,-1.069197,0.341497,-0.082865,-0.866025403784439,0.5,-1.6267,-2.0367,-2.1467,32.1967,16.1,59.7,14.7,24.6,43.366666666666674,Normal
Baltata,1971,11,104.4,2.8,-2.1,8.1,2.173176,0.796743,-0.284994,0.658771,0.361635,-0.5,0.866025403784438,-1.2467,-1.09,-0.8433,54.02,70.4,43.6,8.2,20.1,63.63333333333333,Normal
Baltata,1971,12,129.6,-3.5,-7.3,1.2,3.055993,2.636117,0.753919,1.456763,0.976888,-0.0,1.0,-2.7367,-2.3233,-1.9133,91.4133,104.4,16.1,2.8,14.7,101.46666666666665,Wet
Baltata,1972,1,41.7,-2.9,-6.8,1.6,1.076412,2.757102,1.480674,1.660267,1.11837,0.5,0.866025403784439,0.17,0.2967,0.6333,5.0933,129.6,70.4,-3.5,8.2,91.89999999999999,Wet
Baltata,1972,2,35.2,-1.3,-5.3,2.6,0.930026,2.214143,2.118141,1.667477,1.265813,0.866025403784439,0.5,-0.29,-0.2067,-0.3533,2.1167,41.7,104.4,-2.9,2.8,68.83333333333333,Wet
Baltata,1972,3,30.4,1.7,-3.7,7.4,0.630499,1.154781,2.667014,1.516852,1.271776,1.0,0.0,-2.08,-2.38,-1.46,0.1,35.2,129.6,-1.3,-3.5,35.76666666666667,Wet
Baltata,1972,4,41.9,8.7,2.4,15.3,0.101259,0.728873,2.452448,1.578545,1.400248,0.866025403784439,-0.5,-2.24,-2.5967,-1.6,3.4667,30.4,41.7,1.7,-2.9,35.833333333333336,Normal
Baltata,1972,5,25.9,15.7,9.7,22.7,-1.047303,-0.134748,1.462678,1.340589,1.104276,0.5,-0.866025403784439,-0.2567,-0.2367,0.7133,-20.9167,41.9,35.2,8.7,-1.3,32.73333333333333,Normal
Baltata,1972,6,62.1,21.1,15.4,26.7,-0.840112,-0.777054,0.265263,1.157115,1.051694,0.0,-1.0,1.41,1.5733,0.87,-0.6433,25.9,30.4,15.7,1.7,43.300000000000004,Normal
Baltata,1972,7,19.5,25.4,18.2,30.9,-2.283697,-1.81871,-0.767421,0.802986,0.783368,-0.5,-0.866025403784439,3.0433,2.0933,2.56,-44.7267,62.1,41.9,21.1,8.7,35.833333333333336,Dry
Baltata,1972,8,40.1,26.6,20.1,31.9,-1.954893,-2.21511,-1.654062,0.514556,0.716693,-0.866025403784438,-0.5,5.6433,5.1333,5.01,-9.0633,19.5,25.9,25.4,15.7,40.56666666666666,Dry
Baltata,1972,9,18.3,18.6,12.8,24.1,-1.545014,-2.522984,-2.322676,0.375949,0.380066,-1.0,-0.0,2.5633,2.6833,1.91,-26.8333,40.1,62.1,26.6,21.1,25.96666666666667,Dry
Baltata,1972,10,26.2,9.4,4.4,14.1,-0.331141,-1.670183,-2.455568,-0.026252,0.202266,-0.866025403784439,0.5,-0.4267,-0.3367,-0.7467,-12.0033,18.3,19.5,18.6,25.4,28.200000000000003,Dry
Baltata,1972,11,45.2,0.6,-3.8,4.8,1.087672,-0.341309,-1.799413,-0.412429,0.155647,-0.5,0.866025403784438,-3.4467,-2.79,-4.1433,-5.18,26.2,40.1,9.4,26.6,29.900000000000002,Normal
Baltata,1972,12,36.6,-1.8,-6.0,2.1,0.961555,0.753463,-1.245695,-1.157541,0.191424,-0.0,1.0,-1.0367,-1.0233,-1.0133,-1.5867,45.2,18.3,0.6,18.6,36.0,Normal
Baltata,1973,1,16.1,-4.5,-8.4,-0.2,0.499878,1.11642,-0.390201,-1.362648,0.19034,0.5,0.866025403784439,-1.43,-1.3033,-1.1667,-20.5067,36.6,26.2,-1.8,9.4,32.63333333333333,Wet
Baltata,1973,2,11.4,-2.1,-6.7,1.8,0.39403,0.813464,0.331709,-1.553332,0.066205,0.866025403784439,0.5,-1.09,-1.6067,-1.1533,-21.6833,16.1,45.2,-4.5,0.6,21.36666666666667,Normal
Baltata,1973,3,35.1,2.7,-3.1,8.6,0.623743,0.665921,0.998247,-1.555736,-0.037331,1.0,0.0,-1.08,-1.78,-0.26,4.8,11.4,36.6,-2.1,-1.8,20.866666666666667,Normal
Baltata,1973,4,29.3,10.3,4.8,16.4,-0.36267,0.289193,0.988557,-1.720782,-0.107258,0.866025403784439,-0.5,-0.64,-0.1967,-0.5,-9.1333,35.1,16.1,2.7,-4.5,25.266666666666666,Normal
Baltata,1973,5,8.4,17.4,10.8,23.7,-1.632845,-0.596067,0.152443,-1.929093,-0.409193,0.5,-0.866025403784439,1.4433,0.8633,1.7133,-38.4167,29.3,11.4,10.3,-2.1,24.26666666666667,Normal
Baltata,1973,6,63.0,20.7,14.5,26.7,-0.774801,-1.206897,-0.381203,-1.905859,-0.517608,0.0,-1.0,1.01,0.6733,0.87,0.2567,8.4,35.1,17.4,2.7,33.56666666666667,Dry
Baltata,1973,7,74.6,22.0,15.5,28.3,-0.659945,-1.336735,-0.737659,-1.328196,-0.366369,-0.5,-0.866025403784439,-0.3567,-0.6067,-0.04,10.3733,63.0,29.3,20.7,10.3,48.666666666666664,Dry
Baltata,1973,8,10.9,19.5,13.0,25.7,-1.813012,-1.415425,-1.415963,-1.277721,-0.527365,-0.866025403784438,-0.5,-1.4567,-1.9667,-1.19,-38.2633,74.6,8.4,22.0,17.4,49.5,Dry
Baltata,1973,9,60.8,12.9,7.2,19.8,0.053966,-1.053452,-1.591076,-0.708871,-0.236272,-1.0,-0.0,-3.1367,-2.9167,-2.39,15.6667,10.9,63.0,19.5,20.7,48.76666666666667,Dry
Baltata,1973,10,10.4,8.2,3.1,13.4,-0.551845,-1.006238,-1.649217,-0.787388,-0.561516,-0.866025403784439,0.5,-1.6267,-1.6367,-1.4467,-27.8033,60.8,74.6,12.9,22.0,27.36666666666667,Dry
Baltata,1973,11,12.1,3.3,-1.5,8.6,0.038201,-0.1977,-1.135643,-1.160746,-1.075401,-0.5,0.866025403784438,-0.7467,-0.49,-0.3433,-38.28,10.4,10.9,8.2,19.5,27.766666666666666,Normal
Baltata,1973,12,4.3,1.4,-2.7,5.3,0.076486,-0.187864,-0.874012,-1.475616,-1.792564,-0.0,1.0,2.1633,2.2767,2.1867,-33.8867,12.1,60.8,3.3,12.9,8.933333333333334,Normal
Baltata,1974,1,13.0,-2.0,-5.9,1.8,0.430064,0.240996,-0.539012,-1.500453,-1.948139,0.5,0.866025403784439,1.07,1.1967,0.8333,-23.6067,4.3,10.4,1.4,8.2,9.799999999999999,Normal
Baltata,1974,2,9.0,0.8,-3.3,4.8,0.249897,0.333456,0.094995,-1.55173,-2.111845,0.866025403784439,0.5,1.81,1.7933,1.8467,-24.0833,13.0,12.1,-2.0,3.3,8.766666666666667,Normal
Baltata,1974,3,54.1,3.9,-0.5,9.8,0.916514,0.700348,0.360087,-1.447574,-2.043002,1.0,0.0,0.12,0.82,0.94,23.8,9.0,4.3,0.8,1.4,25.366666666666664,Normal
Baltata,1974,4,29.2,9.2,2.9,15.3,-0.241057,0.407228,0.455603,-1.40431,-2.125397,0.866025403784439,-0.5,-1.74,-2.0967,-1.6,-9.2333,54.1,13.0,3.9,-2.0,30.766666666666666,Normal
Baltata,1974,5,36.8,13.9,8.1,20.3,-0.599139,0.036402,0.259726,-1.036561,-2.017524,0.5,-0.866025403784439,-2.0567,-1.8367,-1.6867,-10.0167,29.2,9.0,9.2,0.8,40.03333333333333,Normal
Baltata,1974,6,149.6,18.2,12.8,24.9,1.457014,0.272472,0.684012,-0.242575,-1.46461,0.0,-1.0,-1.49,-1.0267,-0.93,86.8567,36.8,54.1,13.9,3.9,71.86666666666666,Normal
Baltata,1974,7,91.7,24.6,18.8,30.8,-0.56761,0.129846,0.377391,-0.209726,-1.05155,-0.5,-0.866025403784439,2.2433,2.6933,2.46,27.4733,149.6,29.2,18.2,9.2,92.69999999999999,Normal
Baltata,1974,8,25.6,20.7,14.1,26.7,-1.617081,-0.314751,-0.196399,-0.140022,-0.970239,-0.866025403784438,-0.5,-0.2567,-0.8667,-0.19,-23.5633,91.7,36.8,24.6,13.9,88.96666666666668,Normal
Baltata,1974,9,31.2,17.1,10.9,22.1,-1.085589,-1.425261,-0.811718,-0.545427,-0.859656,-1.0,-0.0,1.0633,0.7833,-0.09,-13.9333,25.6,149.6,20.7,18.2,49.5,Dry
Baltata,1974,10,19.2,9.0,4.7,14.3,-0.443745,-1.371162,-0.874012,-0.50697,-0.88676,-0.866025403784439,0.5,-0.8267,-0.0367,-0.5467,-19.0033,31.2,91.7,17.1,24.6,25.333333333333332,Dry
Baltata,1974,11,41.7,5.1,0.2,9.1,0.50213,-0.445573,-0.535552,-0.341923,-1.027699,-0.5,0.866025403784438,1.0533,1.21,0.1567,-8.68,19.2,25.6,9.0,20.7,30.7,Normal
Baltata,1974,12,13.6,-0.1,-4.1,4.4,0.443576,0.222307,-0.847018,-0.211328,-1.152375,-0.0,1.0,0.6633,0.8767,1.2867,-24.5867,41.7,31.2,5.1,17.1,24.833333333333332,Normal
Baltata,1975,1,18.3,-2.9,-7.0,1.2,0.549424,0.656085,-0.503713,-0.168865,-1.14045,0.5,0.866025403784439,0.17,0.0967,0.2333,-18.3067,13.6,19.2,-0.1,9.0,24.533333333333335,Normal
Baltata,1975,2,23.2,-1.0,-5.2,3.4,0.659776,0.724938,0.196048,-0.023047,-1.076485,0.866025403784439,0.5,0.01,-0.1067,0.4467,-9.8833,18.3,41.7,-2.9,5.1,18.366666666666664,Normal
Baltata,1975,3,34.6,3.0,-1.8,7.7,0.578701,0.783955,0.707545,-0.143227,-1.087327,1.0,0.0,-0.78,-0.48,-1.16,4.3,23.2,13.6,-1.0,-0.1,25.366666666666664,Normal
Baltata,1975,4,27.3,11.3,5.2,16.7,-0.520316,0.316735,0.684012,-0.242575,-1.125272,0.866025403784439,-0.5,0.36,0.2033,-0.2,-11.1333,34.6,18.3,3.0,-2.9,28.366666666666664,Normal
Baltata,1975,5,7.7,15.4,9.5,21.6,-1.423401,-0.593116,0.092226,-0.535813,-1.074859,0.5,-0.866025403784439,-0.5567,-0.4367,-0.3867,-39.1167,27.3,23.2,11.3,-1.0,23.200000000000003,Normal
Baltata,1975,6,37.3,18.0,12.2,24.2,-1.049555,-1.304275,-0.366668,-1.427544,-1.140992,0.0,-1.0,-1.69,-1.6267,-1.63,-25.4433,7.7,34.6,15.4,3.0,24.099999999999998,Dry
Baltata,1975,7,49.2,19.4,13.4,25.4,-0.939203,-1.487229,-0.824177,-1.559742,-1.208209,-0.5,-0.866025403784439,-2.9567,-2.7067,-2.94,-15.0267,37.3,27.3,18.0,11.3,31.400000000000002,Dry
Baltata,1975,8,20.1,20.3,14.6,26.4,-1.695903,-1.606248,-1.548163,-1.587784,-1.180021,-0.866025403784438,-0.5,-0.6567,-0.3667,-0.49,-29.0633,49.2,7.7,19.4,15.4,35.53333333333333,Dry
Baltata,1975,9,10.9,18.1,13.1,25.0,-1.655366,-1.870842,-2.234773,-1.790486,-1.591455,-1.0,-0.0,2.0633,2.9833,2.81,-34.2333,20.1,37.3,20.3,18.0,26.733333333333338,Dry
Baltata,1975,10,57.4,11.0,5.2,16.2,0.191343,-1.377063,-2.016055,-1.564549,-1.412571,-0.866025403784439,0.5,1.1733,0.4633,1.3533,19.1967,10.9,49.2,18.1,19.4,29.46666666666667,Dry
Baltata,1975,11,61.2,4.2,-0.7,9.6,1.04263,-0.180978,-1.258154,-1.372262,-1.170806,-0.5,0.866025403784438,0.1533,0.31,0.6567,10.82,57.4,20.1,11.0,20.3,43.166666666666664,Normal
Baltata,1975,12,28.9,-0.5,-4.9,3.8,0.788145,0.886252,-0.693361,-1.249679,-0.999511,-0.0,1.0,0.2633,0.0767,0.6867,-9.2867,61.2,10.9,4.2,18.1,49.166666666666664,Normal
Baltata,1976,1,46.9,-0.9,-4.9,3.5,1.19352,1.323964,-0.037898,-1.020537,-0.815748,0.5,0.866025403784439,2.17,2.1967,2.5333,10.2933,28.9,57.4,-0.5,11.0,45.666666666666664,Wet
Baltata,1976,2,10.6,0.1,-4.0,3.9,0.364753,1.027894,0.595417,-1.125493,-0.788102,0.866025403784439,0.5,1.11,1.0933,0.9467,-22.4833,46.9,61.2,-0.9,4.2,28.799999999999997,Wet
Baltata,1976,3,15.5,3.8,-0.9,8.0,0.05847,0.7092,1.122141,-1.31057,-0.994632,1.0,0.0,0.02,0.42,-0.86,-14.8,10.6,28.9,0.1,-0.5,24.333333333333332,Normal
Baltata,1976,4,55.1,12.6,6.9,18.3,-0.040622,0.170175,1.05085,-1.139915,-0.946388,0.866025403784439,-0.5,1.66,1.9033,1.4,16.6667,15.5,46.9,3.8,-0.9,27.066666666666666,Normal
Baltata,1976,5,58.4,17.2,11.2,23.4,-0.484282,-0.200651,0.581574,-0.805816,-0.918742,0.5,-0.866025403784439,1.2433,1.2633,1.4133,11.5833,55.1,10.6,12.6,0.1,43.0,Normal
Baltata,1976,6,29.4,22.7,16.9,28.1,-1.75671,-0.993451,-0.200552,-1.057392,-1.69228,0.0,-1.0,3.01,3.0733,2.27,-33.3433,58.4,15.5,17.2,3.8,47.63333333333333,Normal
Baltata,1976,7,70.6,23.2,16.2,29.0,-0.885153,-1.362309,-0.839404,-1.038163,-1.768713,-0.5,-0.866025403784439,0.8433,0.0933,0.66,6.3733,29.4,55.1,22.7,12.6,52.79999999999999,Dry
Baltata,1976,8,35.0,19.6,14.4,25.5,-1.28152,-1.710512,-1.345364,-0.890743,-1.687944,-0.866025403784438,-0.5,-1.3567,-0.5667,-1.39,-14.1633,70.6,58.4,23.2,17.2,45.0,Dry
Baltata,1976,9,65.7,13.5,7.9,20.3,0.096755,-0.90099,-1.333598,-0.267412,-1.403355,-1.0,-0.0,-2.5367,-2.2167,-1.89,20.5667,35.0,29.4,19.6,22.7,57.1,Normal
Baltata,1976,10,28.0,11.6,6.9,16.7,-0.538332,-0.749512,-1.486562,-0.527,-1.426122,-0.866025403784439,0.5,1.7733,2.1633,1.8533,-10.2033,65.7,70.6,13.5,23.2,42.9,Normal
Baltata,1976,11,66.6,7.1,1.3,12.1,0.837691,0.176077,-1.080272,-0.599909,-1.345354,-0.5,0.866025403784438,3.0533,2.31,3.1567,16.22,28.0,35.0,11.6,19.6,53.43333333333334,Normal
Baltata,1976,12,23.8,-0.2,-4.6,4.0,0.673289,0.427884,-0.333445,-0.64077,-1.290062,-0.0,1.0,0.5633,0.3767,0.8867,-14.3867,66.6,65.7,7.1,13.5,39.46666666666666,Normal
Baltata,1977,1,14.5,-3.3,-7.2,0.7,0.463845,0.865596,0.081152,-0.900357,-1.310661,0.5,0.866025403784439,-0.23,-0.1033,-0.2667,-22.1067,23.8,28.0,-0.2,11.6,34.96666666666666,Normal
Baltata,1977,2,59.9,1.1,-3.1,5.0,1.362426,1.09478,0.893733,-0.545427,-1.141534,0.866025403784439,0.5,2.11,1.9933,2.0467,26.8167,14.5,66.6,-3.3,7.1,32.73333333333333,Wet
Baltata,1977,3,46.5,3.1,-1.7,7.7,0.835439,1.165601,1.120757,-0.269014,-1.079738,1.0,0.0,-0.68,-0.38,-1.16,16.2,59.9,23.8,1.1,-0.2,40.300000000000004,Wet
Baltata,1977,4,44.5,9.3,3.9,14.6,0.092251,1.003303,1.314558,-0.221744,-0.932294,0.866025403784439,-0.5,-1.64,-1.0967,-2.3,6.0667,46.5,14.5,3.1,-3.3,50.300000000000004,Wet
Baltata,1977,5,36.8,16.4,9.6,22.4,-0.880649,0.023615,0.78645,-0.362754,-0.801654,0.5,-0.866025403784439,0.4433,-0.3367,0.4133,-10.0167,44.5,59.9,9.3,1.1,42.6,Normal
Baltata,1977,6,61.0,19.5,14.0,25.7,-0.684718,-0.64033,0.369085,0.018615,-0.713838,0.0,-1.0,-0.19,0.1733,-0.13,-1.7433,36.8,46.5,16.4,3.1,47.43333333333334,Normal
Baltata,1977,7,60.0,21.8,15.9,28.3,-0.966228,-1.102633,-0.070429,-0.010228,-0.720343,-0.5,-0.866025403784439,-0.5567,-0.2067,-0.04,-4.2267,61.0,44.5,19.5,9.3,52.6,Dry
Baltata,1977,8,14.2,20.7,14.6,27.4,-1.873818,-1.53641,-1.065044,-0.220943,-0.763167,-0.866025403784438,-0.5,-0.2567,-0.3667,0.51,-34.9633,60.0,36.8,21.8,16.4,45.06666666666666,Dry
Baltata,1977,9,4.6,16.4,9.8,23.0,-1.60582,-1.938712,-1.815332,-0.826647,-0.751241,-1.0,-0.0,0.3633,-0.3167,0.81,-40.5333,14.2,61.0,20.7,19.5,26.266666666666666,Dry
Baltata,1977,10,17.1,12.3,7.2,16.6,-0.862633,-1.893465,-2.108803,-0.942019,-1.004932,-0.866025403784439,0.5,2.4733,2.4633,1.7533,-21.1033,4.6,60.0,16.4,21.8,11.966666666666667,Dry
Baltata,1977,11,52.7,4.9,-1.1,9.7,0.77238,-0.737709,-1.600766,-0.965254,-1.06998,-0.5,0.866025403784438,0.8533,-0.09,0.7567,2.32,17.1,14.2,12.3,20.7,24.8,Normal
Baltata,1977,12,56.2,0.3,-3.6,4.4,1.369182,0.561657,-0.969528,-0.717684,-0.930125,-0.0,1.0,1.0633,1.3767,1.2867,18.0133,52.7,4.6,4.9,16.4,42.00000000000001,Normal
Baltata,1978,1,51.3,-5.6,-10.0,-0.3,1.292612,1.502984,-0.275304,-0.422844,-0.906274,0.5,0.866025403784439,-2.53,-2.9033,-1.2667,14.6933,56.2,17.1,0.3,12.3,53.4,Wet
Baltata,1978,2,69.1,-2.0,-5.9,2.7,1.693482,1.905285,0.821057,-0.305068,-0.586451,0.866025403784439,0.5,-0.99,-0.8067,-0.2533,36.0167,51.3,52.7,-5.6,4.9,58.86666666666667,Wet
Baltata,1978,3,15.0,2.4,-2.5,8.0,0.204855,1.396752,1.377544,-0.529403,-0.551216,1.0,0.0,-1.38,-1.18,-0.86,-15.3,69.1,56.2,-2.0,0.3,45.133333333333326,Wet
Baltata,1978,4,46.8,8.6,3.3,14.7,0.222872,0.929532,1.711159,-0.482934,-0.487794,0.866025403784439,-0.5,-2.34,-1.6967,-2.2,8.3667,15.0,51.3,2.4,-5.6,43.633333333333326,Normal
Baltata,1978,5,67.4,13.8,8.0,19.7,0.101259,0.23411,1.504899,-0.133612,-0.346855,0.5,-0.866025403784439,-2.1567,-1.9367,-2.2867,20.5833,46.8,69.1,8.6,-2.0,43.06666666666666,Normal
Baltata,1978,6,91.3,18.7,12.6,25.2,0.087747,0.182962,1.111067,0.141198,0.097103,0.0,-1.0,-0.99,-1.2267,-0.63,28.5567,67.4,15.0,13.8,2.4,68.5,Normal
Baltata,1978,7,54.4,22.9,16.6,28.4,-1.21621,-0.445573,0.340015,0.052265,0.017419,-0.5,-0.866025403784439,0.5433,0.4933,0.06,-9.8267,91.3,46.8,18.7,8.6,71.03333333333333,Normal
Baltata,1978,8,58.1,19.3,14.0,25.4,-0.727507,-0.807546,-0.404044,0.460074,0.150769,-0.866025403784438,-0.5,-1.6567,-0.9667,-1.49,8.9367,54.4,67.4,22.9,13.8,67.93333333333332,Normal
Baltata,1978,9,91.7,15.5,9.7,21.5,0.457089,-0.646232,-0.326523,1.19397,0.2375,-1.0,-0.0,-0.5367,-0.4167,-0.69,46.5667,58.1,91.3,19.3,18.7,68.06666666666666,Normal
Baltata,1978,10,61.9,9.1,4.0,14.8,0.506634,0.106239,-0.239313,1.681098,0.489022,-0.866025403784439,0.5,-0.7267,-0.7367,-0.0467,23.6967,91.7,54.4,15.5,22.9,70.56666666666668,Normal
Baltata,1978,11,66.5,3.2,-1.8,8.1,1.274595,0.98068,0.121296,1.859764,0.594185,-0.5,0.866025403784438,-0.8467,-0.79,-0.8433,16.12,61.9,58.1,9.1,19.3,73.36666666666666,Normal
Baltata,1978,12,26.7,0.2,-4.5,3.1,0.716078,1.093797,0.314405,1.627418,0.604484,-0.0,1.0,0.9633,0.4767,-0.0133,-11.4867,66.5,91.7,3.2,15.5,51.699999999999996,Wet
Baltata,1979,1,37.5,-1.8,-5.7,2.3,0.981824,1.301341,0.989941,1.516852,0.729161,0.5,0.866025403784439,1.27,1.3967,1.3333,0.8933,26.7,61.9,0.2,9.1,43.56666666666666,Wet
Baltata,1979,2,26.2,1.4,-3.5,4.9,0.569693,0.993467,1.388618,1.117055,0.538351,0.866025403784439,0.5,2.41,1.5933,1.9467,-6.8833,37.5,66.5,-1.8,3.2,30.133333333333336,Normal
Baltata,1979,3,61.1,4.6,-0.1,9.6,0.995337,1.115436,1.554041,1.398275,0.576838,1.0,0.0,0.82,1.22,0.74,30.8,26.2,26.7,1.4,0.2,41.6,Wet
Baltata,1979,4,26.5,10.2,4.3,16.2,-0.414468,0.50559,1.270953,1.171537,0.454872,0.866025403784439,-0.5,-0.74,-0.6967,-0.7,-11.9333,61.1,37.5,4.6,-1.8,37.93333333333333,Normal
Baltata,1979,5,87.8,15.4,10.4,21.3,0.380518,0.422966,0.99617,1.270885,0.758433,0.5,-0.866025403784439,-0.5567,0.4633,-0.6867,40.9833,26.5,26.2,10.2,1.4,58.46666666666666,Normal
Baltata,1979,6,60.4,20.1,13.7,26.4,-0.765793,-0.346227,0.540737,0.967232,0.738918,0.0,-1.0,0.41,-0.1267,0.57,-2.3433,87.8,61.1,15.4,4.6,58.23333333333333,Normal
Baltata,1979,7,109.4,22.3,16.2,27.7,0.089999,-0.125895,0.266647,1.431926,0.993151,-0.5,-0.866025403784439,-0.0567,0.0933,-0.64,45.1733,60.4,26.5,20.1,10.2,85.86666666666667,Normal
Baltata,1979,8,76.5,19.5,14.4,25.4,-0.335645,-0.438687,-0.011596,1.571334,1.363387,-0.866025403784438,-0.5,-1.4567,-0.5667,-1.49,27.3367,109.4,87.8,22.3,15.4,82.10000000000001,Normal
Baltata,1979,9,48.0,15.6,10.1,21.9,-0.538332,-0.339342,-0.482948,1.217205,1.620329,-1.0,-0.0,-0.4367,-0.0167,-0.29,2.8667,76.5,60.4,19.5,20.1,77.96666666666667,Normal
Baltata,1979,10,24.9,10.2,4.9,14.9,-0.450501,-0.575411,-0.494023,0.876696,1.719529,-0.866025403784439,0.5,0.3733,0.1633,0.0533,-13.3033,48.0,109.4,15.6,22.3,49.800000000000004,Normal
Baltata,1979,11,36.2,7.8,2.6,11.8,0.074234,-0.396392,-0.588155,0.449659,1.551486,-0.5,0.866025403784438,3.7533,3.61,2.8567,-14.18,24.9,76.5,10.2,19.5,36.36666666666667,Normal
Baltata,1979,12,8.7,3.2,-1.3,7.0,-0.027109,-0.173109,-0.361131,0.185264,1.215401,-0.0,1.0,3.9633,3.6767,3.8867,-29.4867,36.2,48.0,7.8,15.6,23.266666666666666,Normal
Baltata,1980,1,21.6,-2.8,-6.7,1.6,0.623743,0.296079,-0.197092,0.057874,1.054405,0.5,0.866025403784439,0.27,0.3967,0.6333,-15.0067,8.7,24.9,3.2,10.2,22.166666666666668,Normal
Baltata,1980,2,5.4,-1.4,-5.6,2.6,0.258905,0.376736,-0.014365,-0.052691,0.709104,0.866025403784439,0.5,-0.39,-0.5067,-0.3533,-27.6833,21.6,36.2,-2.8,7.8,11.9,Normal
Baltata,1980,3,2.5,1.7,-3.1,6.1,0.002168,0.389523,0.151751,-0.406019,0.660318,1.0,0.0,-2.08,-1.78,-2.76,-27.8,5.4,8.7,-1.4,3.2,9.833333333333334,Normal
Baltata,1980,4,48.3,9.3,2.8,15.8,0.17783,0.194765,0.34486,-0.195304,0.649476,0.866025403784439,-0.5,-1.64,-2.1967,-1.1,9.8667,2.5,21.6,1.7,-2.8,18.73333333333333,Normal
Baltata,1980,5,82.2,15.9,9.9,21.2,0.198099,0.168208,0.382928,-0.260201,0.672785,0.5,-0.866025403784439,-0.0567,-0.0367,-0.7867,35.3833,48.3,5.4,9.3,-1.4,44.333333333333336,Normal
Baltata,1980,6,39.4,21.8,15.8,27.7,-1.430158,-0.457376,-0.04828,-0.496554,0.307428,0.0,-1.0,2.11,1.9733,1.87,-23.3433,82.2,2.5,15.9,1.7,56.63333333333333,Normal
Baltata,1980,7,48.2,21.5,15.5,27.2,-1.198193,-1.05837,-0.608227,-0.954839,0.311764,-0.5,-0.866025403784439,-0.8567,-0.6067,-1.14,-16.0267,39.4,48.3,21.8,9.3,56.6,Dry
Baltata,1980,8,28.9,19.9,13.3,25.5,-1.452678,-1.779365,-1.134259,-1.352232,0.137217,-0.866025403784438,-0.5,-1.0567,-1.6667,-1.39,-20.2633,48.2,82.2,21.5,15.9,38.833333333333336,Dry
Baltata,1980,9,49.7,12.4,7.1,18.6,-0.139714,-1.215749,-1.177864,-1.21042,-0.006433,-1.0,-0.0,-3.6367,-3.0167,-3.59,4.5667,28.9,39.4,19.9,21.8,42.266666666666666,Dry
Baltata,1980,10,24.6,8.5,3.8,13.6,-0.26583,-0.80853,-1.314217,-1.144722,-0.192364,-0.866025403784439,0.5,-1.3267,-0.9367,-1.2467,-13.6033,49.7,48.2,12.4,21.5,34.4,Normal
Baltata,1980,11,2.4,1.9,-3.2,6.8,-0.022605,-0.183929,-1.382048,-1.179174,-0.504598,-0.5,0.866025403784438,-2.1467,-2.19,-2.1433,-47.98,24.6,28.9,8.5,19.9,25.566666666666674,Normal
Baltata,1980,12,74.0,-2.5,-6.5,1.9,1.803835,0.664937,-0.388124,-0.527801,-0.242777,-0.0,1.0,-1.7367,-1.5233,-1.2133,35.8133,2.4,49.7,1.9,12.4,33.666666666666664,Normal
Baltata,1981,1,19.4,-4.9,-9.3,-0.8,0.574197,1.031828,0.156596,-0.545427,-0.340892,0.5,0.866025403784439,-1.83,-2.2033,-1.7667,-17.2067,74.0,24.6,-2.5,8.5,31.933333333333337,Wet
